"gene","trait","GS","pVal","moduleMembership","degree","module","hubGeneSignificance","moduleSignificance"
"GPR174.84636","ips_ctla4_pos_pd1_pos",0.249940753227403,3.71747292447438e-47,0.800941674110206,265.171432236652,"turquoise",0.000298748911030033,0.0332904291590248
"GZMK.3003","ips_ctla4_pos_pd1_pos",0.23993724241861,1.39052765133968e-45,0.837827404618908,288.814262004311,"turquoise",0.000298748911030033,0.0332904291590248
"ICOS.29851","ips_ctla4_pos_pd1_pos",0.297218373807491,1.08119043961559e-54,0.81609881177733,266.111662321133,"turquoise",0.000298748911030033,0.0332904291590248
"IL12RB1.3594","ips_ctla4_pos_pd1_pos",0.286204743996541,6.42047489453472e-53,0.895794413049767,338.15133759754,"turquoise",0.000298748911030033,0.0332904291590248
"IL21R.50615","ips_ctla4_pos_pd1_pos",0.252027191051272,1.74345041254188e-47,0.857027879563688,311.043027186396,"turquoise",0.000298748911030033,0.0332904291590248
"IL2RB.3560","ips_ctla4_pos_pd1_pos",0.28296500567106,2.1231776092722e-52,0.829393201601209,286.080957174603,"turquoise",0.000298748911030033,0.0332904291590248
"ITGAL.3683","ips_ctla4_pos_pd1_pos",0.221874791941675,9.34199133038479e-43,0.895364678161415,357.48669374588,"turquoise",0.000298748911030033,0.0332904291590248
"ITGB7.3695","ips_ctla4_pos_pd1_pos",0.218927532205245,2.69490348510338e-42,0.830384755144513,275.923160533379,"turquoise",0.000298748911030033,0.0332904291590248
"ITK.3702","ips_ctla4_pos_pd1_pos",0.302499512712074,1.50953791515303e-55,0.883520348058539,329.409287320513,"turquoise",0.000298748911030033,0.0332904291590248
"LCK.3932","ips_ctla4_pos_pd1_pos",0.276057905682027,2.69830684316865e-51,0.83128839303605,280.349446113863,"turquoise",0.000298748911030033,0.0332904291590248
"NKG7.4818","ips_ctla4_pos_pd1_pos",0.3128019240536,3.17427921417382e-57,0.803770017279253,267.002994997888,"turquoise",0.000298748911030033,0.0332904291590248
"P2RY10.27334","ips_ctla4_pos_pd1_pos",0.265005453788482,1.54579399406672e-49,0.883522641461659,327.540351375955,"turquoise",0.000298748911030033,0.0332904291590248
"PTPN22.26191","ips_ctla4_pos_pd1_pos",0.20472925937815,4.40472870327946e-40,0.890884115778254,324.103048171438,"turquoise",0.000298748911030033,0.0332904291590248
"PTPRCAP.5790","ips_ctla4_pos_pd1_pos",0.266095198331649,1.03814423371722e-49,0.835649511993714,293.047099873596,"turquoise",0.000298748911030033,0.0332904291590248
"PYHIN1.149628","ips_ctla4_pos_pd1_pos",0.283646392147955,1.65129720493641e-52,0.834152464241901,289.535210357577,"turquoise",0.000298748911030033,0.0332904291590248
"RHOH.399","ips_ctla4_pos_pd1_pos",0.229831353432882,5.33055670214007e-44,0.862827710617656,303.278198721963,"turquoise",0.000298748911030033,0.0332904291590248
"SH2D1A.4068","ips_ctla4_pos_pd1_pos",0.287571140158572,3.87426709688613e-53,0.805380593722886,262.319909594286,"turquoise",0.000298748911030033,0.0332904291590248
"SIRPG.55423","ips_ctla4_pos_pd1_pos",0.366896585856843,2.88898836847509e-66,0.807361271952829,276.038909182264,"turquoise",0.000298748911030033,0.0332904291590248
"SIT1.27240","ips_ctla4_pos_pd1_pos",0.273321710747024,7.36692299586403e-51,0.814030121025853,270.900838709115,"turquoise",0.000298748911030033,0.0332904291590248
"SLA2.84174","ips_ctla4_pos_pd1_pos",0.363036735276149,1.32020402218428e-65,0.813688720214713,272.51106543002,"turquoise",0.000298748911030033,0.0332904291590248
"SLAMF1.6504","ips_ctla4_pos_pd1_pos",0.246331469868971,1.37545829153491e-46,0.831371388383942,286.323804188039,"turquoise",0.000298748911030033,0.0332904291590248
"SLAMF6.114836","ips_ctla4_pos_pd1_pos",0.25828376046406,1.79296824212425e-48,0.881123911568635,334.059524822594,"turquoise",0.000298748911030033,0.0332904291590248
"TBC1D10C.374403","ips_ctla4_pos_pd1_pos",0.25077118238638,2.75042456586859e-47,0.84346934706795,298.080453652155,"turquoise",0.000298748911030033,0.0332904291590248
"TRAF3IP3.80342","ips_ctla4_pos_pd1_pos",0.208578075801329,1.10747346074043e-40,0.864800729991927,310.586113403791,"turquoise",0.000298748911030033,0.0332904291590248
"UBASH3A.53347","ips_ctla4_pos_pd1_pos",0.260831183240406,7.08877758365112e-49,0.807819070929309,267.647495109458,"turquoise",0.000298748911030033,0.0332904291590248
"CYorf15A.246126","clinical_data_gender",0.340820530040689,7.45040154686372e-62,0.962469348055289,1.62970712053771,"grey",0.240399882475669,0.163834834785648
"EIF1AY.9086","clinical_data_gender",0.475319328152395,4.75230550186598e-86,0.965835366070689,1.63461124927577,"grey",0.240399882475669,0.163834834785648
"RPS4Y1.6192","clinical_data_gender",0.72796650215961,2.64862263669562e-150,0.9062228147634,1.52475551426518,"grey",0.240399882475669,0.163834834785648
"USP9Y.8287","clinical_data_gender",0.251100215712205,2.44085910556765e-47,0.956232418329655,1.66497981402669,"grey",0.240399882475669,0.163834834785648
