"","x"
"557","KRTAP5"
"558","KSR1"
"559","L3MBTL"
"560","LAMA5"
"561","LARP1"
"562","LCAT"
"563","LCN12"
"564","LDB1"
"565","LENG8"
"566","LMBR1L"
"567","LMBRD1"
"568","LOC100101266"
"569","LOC100128076"
"570","LOC100128288"
"571","LOC100128675"
"572","LOC100128842"
"573","LOC100129534"
"574","LOC100129637"
"575","LOC100129726"
"576","LOC100130015"
"577","LOC100130557"
"578","LOC100131193"
"579","LOC100131434"
"580","LOC100132247"
"581","LOC100132287"
"582","LOC100132832"
"583","LOC100133161"
"584","LOC100133331"
"585","LOC100170939"
"586","LOC100190939"
"587","LOC100190986"
"588","LOC100270804"
"589","LOC100271831"
"590","LOC100271836"
"591","LOC100272146"
"592","LOC100272228"
"593","LOC100288778"
"594","LOC100302650"
"595","LOC115110"
"596","LOC146880"
"597","LOC150197"
"598","LOC150776"
"599","LOC151009"
"600","LOC157381"
"601","LOC162632"
"602","LOC168474"
"603","LOC200030"
"604","LOC202181"
"605","LOC220594"
"606","LOC220729"
"607","LOC221442"
"608","LOC256880"
"609","LOC283314"
"610","LOC283922"
"611","LOC284009"
"612","LOC284233"
"613","LOC284440"
"614","LOC284837"
"615","LOC286367"
"616","LOC338799"
"617","LOC339047"
"618","LOC339568"
"619","LOC349114"
"620","LOC349196"
"621","LOC388152"
"622","LOC389791"
"623","LOC390595"
"624","LOC440944"
"625","LOC441454"
"626","LOC55908"
"627","LOC613037"
"628","LOC619207"
"629","LOC641298"
"630","LOC642587"
"631","LOC642826"
"632","LOC642846"
"633","LOC644165"
"634","LOC646471"
"635","LOC646851"
"636","LOC646982"
"637","LOC647859"
"638","LOC648740"
"639","LOC650623"
"640","LOC653653"
"641","LOC678655"
"642","LOC728264"
"643","LOC728392"
"644","LOC729603"
"645","LOC80154"
"646","LOC90834"
"647","LOC91316"
"648","LOC91450"
"649","LPIN3"
"650","LRCH4"
"651","LRDD"
"652","LRFN4"
"653","LRIT3"
"654","LRP5L"
"655","LRRC14"
"656","LRRC28"
"657","LRRC37A2"
"658","LRRC37A4"
"659","LRRC37A"
"660","LRRC39"
"661","LRRC45"
"662","LRRC56"
"663","LUC7L3"
"664","LUC7L"
"665","LY6G5B"
"666","LYG1"
"667","LZTR1"
"668","LZTS2"
"669","MAGT1"
"670","MALAT1"
"671","MAMDC4"
"672","MAML1"
"673","MAN2C1"
"674","MANEA"
"675","MAP1LC3B2"
"676","MAP1LC3B"
"677","MAPK14"
"678","MAPK8IP3"
"679","MARVELD2"
"680","MAT2A"
"681","MBD1"
"682","MBD6"
"683","MCF2L"
"684","MCFD2"
"685","MCM3AP"
"686","MDM4"
"687","MED23"
"688","METT11D1"
"689","METTL3"
"690","MGC16121"
"691","MGC16384"
"692","MGEA5"
"693","MIB2"
"694","MICALL2"
"695","MIR17HG"
"696","MLL2"
"697","MLL3"
"698","MLLT6"
"699","MLL"
"700","MMADHC"
"701","MMGT1"
"702","MMP21"
"703","MOSPD1"
"704","MOSPD2"
"705","MPZL3"
"706","MPZ"
"707","MR1"
"708","MRO"
"709","MRPL42P5"
"710","MSH5"
"711","MSL1"
"712","MSLNL"
"713","MST1P2"
"714","MST1P9"
"715","MST1"
"716","MSTN"
"717","MSTO2P"
"718","MTMR9L"
"719","MTX3"
"720","MUM1"
"721","MUS81"
"722","MXD3"
"723","MYH3"
"724","MYO15B"
"725","MYSM1"
"726","MZF1"
"727","NAA40"
"728","NADSYN1"
"729","NAPB"
"730","NAT8"
"731","NAT9"
"732","NBEAL2"
"733","NBPF10"
"734","NBPF14"
"735","NBPF15"
"736","NBPF7"
"737","NBPF9"
"738","NBR2"
"739","NCRNA00085"
"740","NCRNA00105"
"741","NCRNA00107"
"742","NCRNA00115"
"743","NCRNA00173"
"744","NCRNA00174"
"745","NCRNA00176"
"746","NCRNA00185"
"747","NCRNA00201"
"748","NCRNA00202"
"749","NCRNA00204B"
"750","NEAT1"
"751","NEIL1"
"752","NEK7"
"753","NEU1"
"754","NEURL2"
"755","NFATC2IP"
"756","NFKBID"
"757","NHLH1"
"758","NICN1"
"759","NINL"
"760","NISCH"
"761","NKTR"
"762","NLRP1"
"763","NNAT"
"764","NOC4L"
"765","NOXA1"
"766","NPEPL1"
"767","NPFF"
"768","NPHP3"
"769","NPHP4"
"770","NPIPL3"
"771","NPIP"
"772","NPLOC4"
"773","NPPA"
"774","NR2C2"
"775","NRADDP"
"776","NRBP2"
"777","NSD1"
"778","NSUN5P1"
"779","NSUN5P2"
"780","NTN5"
"781","NUDT13"
"782","NUMA1"
"783","NUP85"
"784","NXF1"
"785","OBSCN"
"786","OCLM"
"787","OFD1"
"788","OGFOD2"
"789","OGFR"
"790","OGT"
"791","OR10AD1"
"792","OR1Q1"
"793","OSBPL2"
"794","OSBPL7"
"795","OSBPL8"
"796","OTUD3"
"797","OTUD5"
"798","OVGP1"
"799","P2RY11"
"800","P2RY4"
"801","P4HA1"
"802","PABPC1L"
"803","PABPN1"
"804","PAFAH1B2"
"805","PALLD"
"806","PAN2"
"807","PAN3"
"808","PAQR6"
"809","PARP6"
"810","PASK"
"811","PBX4"
"812","PCDHB7"
"813","PCF11"
"814","PCGF3"
"815","PCMTD2"
"816","PCNT"
"817","PCNXL2"
"818","PCP2"
"819","PCSK4"
"820","PDDC1"
"821","PDXDC2"
"822","PDZD8"
"823","PDZK1P1"
"824","PGAM2"
"825","PGM3"
"826","PGS1"
"827","PHF10"
"828","PHF1"
"829","PHKA2"
"830","PHKG1"
"831","PHYH"
"832","PI4KAP1"
"833","PI4KAP2"
"834","PIF1"
"835","PIGL"
"836","PIKFYVE"
"837","PILRB"
"838","PITPNM2"
"839","PKD1"
"840","PKD2L2"
"841","PLA2G6"
"842","PLAC8L1"
"843","PLCD4"
"844","PLCG1"
"845","PLCXD1"
"846","PLEKHB2"
"847","PLEKHG5"
"848","PLEKHH1"
"849","PLEKHH2"
"850","PLEKHM1P"
"851","PLGLB2"
"852","PLIN4"
"853","PLXNA3"
"854","PLXNB1"
"855","PLXNB3"
"856","PMFBP1"
"857","PMS2L11"
"858","PMS2L3"
"859","PNN"
"860","PNPLA7"
"861","PNPLA8"
"862","POLE"
"863","POLG2"
"864","POLI"
"865","POLL"
"866","POLM"
"867","POLN"
"868","POM121L9P"
"869","POU5F1"
"870","PPFIA4"
"871","PPIEL"
"872","PPP1R3E"
"873","PPP2R3B"
"874","PPWD1"
"875","PQLC3"
"876","PRCD"
"877","PRDM15"
"878","PRICKLE4"
"879","PRKAR2A"
"880","PRKD1"
"881","PRKRIP1"
"882","PRKY"
"883","PRO0611"
"884","PROCA1"
"885","PROZ"
"886","PRPF38B"
"887","PRPF39"
"888","PRPF4B"
"889","PRPF6"
"890","PRR22"
"891","PRRT2"
"892","PRSS45"
"893","PSORS1C3"
"894","PTBP2"
"895","PTP4A1"
"896","PTPRG"
"897","PTPRVP"
"898","PUS1"
"899","PXK"
"900","PYGM"
"901","QRICH2"
"902","R3HDM2"
"903","RAB21"
"904","RAB23"
"905","RAB24"
"906","RAB30"
"907","RAB32"
"908","RABGGTB"
"909","RAD9A"
"910","RAP1B"
"911","RAP1GDS1"
"912","RASA4P"
"913","RBBP6"
"914","RBBP9"
"915","RBM10"
"916","RBM25"
"917","RBM33"
"918","RBM39"
"919","RBM5"
"920","RBM6"
"921","RDH5"
"922","RECQL5"
"923","RFK"
"924","RFNG"
"925","RFPL3S"
"926","RFPL3"
"927","RGL2"
"928","RGS11"
"929","RHBDD1"
"930","RHOT2"
"931","RHPN1"
"932","RIC3"
"933","RMRP"
"934","RNASE13"
"935","RNF151"
"936","RNF207"
"937","RNF41"
"938","RNF44"
"939","RNPC3"
"940","RP2"
"941","RPL21P44"
"942","RPL23AP64"
"943","RPL32P3"
"944","RPS15AP10"
"945","RPTOR"
"946","RQCD1"
"947","RRN3P1"
"948","RRN3P3"
"949","RRS1"
"950","RSAD1"
"951","RSRC2"
"952","RTEL1"
"953","RUFY3"
"954","RUNDC2C"
