"","x"
"319","C5orf52"
"320","C5orf54"
"321","C5orf60"
"322","C6orf114"
"323","C6orf138"
"324","C6orf142"
"325","C6orf147"
"326","C6orf163"
"327","C6orf182"
"328","C6orf1"
"329","C6orf211"
"330","C6orf222"
"331","C7orf13"
"332","C7orf47"
"333","C7orf54"
"334","C7orf61"
"335","C7orf64"
"336","C8orf12"
"337","C8orf37"
"338","C8orf44"
"339","C8orf76"
"340","C8orf85"
"341","C9orf130"
"342","C9orf150"
"343","C9orf153"
"344","C9orf173"
"345","C9orf53"
"346","CABLES1"
"347","CABLES2"
"348","CABP5"
"349","CACNA1D"
"350","CACNA1I"
"351","CACNA1S"
"352","CADM1"
"353","CADPS2"
"354","CAGE1"
"355","CALB1"
"356","CALN1"
"357","CAMKV"
"358","CAPN11"
"359","CAPN6"
"360","CAPRIN1"
"361","CARD17"
"362","CARD6"
"363","CARS"
"364","CASC4"
"365","CASD1"
"366","CASP12"
"367","CASP2"
"368","CASP6"
"369","CASQ2"
"370","CATSPER4"
"371","CAV3"
"372","CBLN2"
"373","CBWD2"
"374","CBWD6"
"375","CBX5"
"376","CBX8"
"377","CCBL1"
"378","CCBP2"
"379","CCDC102B"
"380","CCDC110"
"381","CCDC112"
"382","CCDC132"
"383","CCDC149"
"384","CCDC27"
"385","CCDC38"
"386","CCDC55"
"387","CCDC70"
"388","CCDC71"
"389","CCDC73"
"390","CCDC75"
"391","CCDC7"
"392","CCDC83"
"393","CCDC86"
"394","CCDC87"
"395","CCDC93"
"396","CCL16"
"397","CCNE1"
"398","CCNI"
"399","CCNJ"
"400","CCPG1"
"401","CD164"
"402","CD1A"
"403","CD200R1L"
"404","CD300LG"
"405","CD34"
"406","CD55"
"407","CD81"
"408","CD93"
"409","CD99L2"
"410","CD9"
"411","CDAN1"
"412","CDC25B"
"413","CDH17"
"414","CDH5"
"415","CDH9"
"416","CDK5RAP1"
"417","CDK7"
"418","CDK8"
"419","CDKL3"
"420","CDKL4"
"421","CDKN2AIPNL"
"422","CDKN2A"
"423","CDKN2BAS"
"424","CDKN2B"
"425","CDO1"
"426","CDRT1"
"427","CDX2"
"428","CELA2B"
"429","CELF5"
"430","CENPJ"
"431","CENPP"
"432","CENPW"
"433","CEP135"
"434","CEP170L"
"435","CEP192"
"436","CEP72"
"437","CES3"
"438","CFHR3"
"439","CGB2"
"440","CGNL1"
"441","CHCHD2"
"442","CHID1"
"443","CHP"
"444","CHRDL2"
"445","CHRNA4"
"446","CHRNB2"
"447","CHTF8"
"448","CIB2"
"449","CIB4"
"450","CIDECP"
"451","CIDEC"
"452","CITED1"
"453","CKMT1A"
"454","CLCN3"
"455","CLDN23"
"456","CLDN3"
"457","CLDND2"
"458","CLU"
"459","CLVS1"
"460","CMTM6"
"461","CNBD1"
"462","CNDP2"
"463","CNGA2"
"464","CNGB3"
"465","CNOT6"
"466","CNPY1"
"467","CNTFR"
"468","CNTN5"
"469","COG3"
"470","COL14A1"
"471","COL20A1"
"472","COL25A1"
"473","COL28A1"
"474","COL4A3BP"
"475","COL6A6"
"476","COMMD6"
"477","COMMD9"
"478","COMTD1"
"479","COPG2"
"480","COPS6"
"481","CORO6"
"482","CORT"
"483","COX19"
"484","COX8C"
"485","CP110"
"486","CPA3"
"487","CPA6"
"488","CPB1"
"489","CPD"
"490","CPEB4"
"491","CPLX1"
"492","CPO"
"493","CPSF4L"
"494","CPSF4"
"495","CRCP"
"496","CRHR2"
"497","CRIM1"
"498","CRNKL1"
"499","CRYBB2"
"500","CRYGC"
"501","CRYGD"
"502","CRYGS"
"503","CSF3"
"504","CSNK1A1"
"505","CSRP3"
"506","CSTL1"
"507","CT45A1"
"508","CT45A2"
"509","CT45A3"
"510","CT45A4"
"511","CT45A5"
"512","CT45A6"
"513","CTAGE4"
"514","CTAGE6"
"515","CTCFL"
"516","CTDSPL"
"517","CTNNA2"
"518","CTSA"
"519","CTSF"
"520","CTSL3"
"521","CUL4A"
"522","CWC27"
"523","CXCR1"
"524","CXCR2"
"525","CXorf23"
"526","CXorf36"
"527","CXorf61"
"528","CYBASC3"
"529","CYFIP1"
"530","CYP19A1"
"531","CYP1A1"
"532","CYP26C1"
"533","CYP7A1"
"534","CYTL1"
"535","CYYR1"
"536","DAND5"
"537","DBNDD2"
"538","DBX1"
"539","DCAF13"
"540","DCAF4"
"541","DCDC1"
"542","DCP1B"
"543","DCUN1D2"
"544","DDB1"
"545","DDB2"
"546","DDHD1"
"547","DDIT3"
"548","DDIT4L"
"549","DDRGK1"
"550","DDX3X"
"551","DEFB106A"
"552","DEFB109P1"
"553","DEFB123"
"554","DEFB124"
"555","DEFB126"
"556","DEFB136"
"557","DENND1B"
"558","DFFB"
"559","DGAT2L6"
"560","DGCR10"
"561","DGCR9"
"562","DHCR7"
"563","DHFRL1"
"564","DHRS13"
"565","DHRS2"
"566","DHRS7"
"567","DHX29"
"568","DIRAS3"
"569","DISP1"
"570","DKFZP686I15217"
"571","DKK2"
"572","DKKL1"
"573","DLC1"
"574","DLEU1"
"575","DLG2"
"576","DLL3"
"577","DLL4"
"578","DLX4"
"579","DMBX1"
"580","DMC1"
"581","DMP1"
"582","DMRT1"
"583","DMRTA1"
"584","DNAH17"
"585","DNAJB12"
"586","DNAJB1"
"587","DNAJB7"
"588","DNAJB8"
"589","DNAJC24"
"590","DNAJC25"
"591","DNAJC5G"
"592","DNM1P35"
"593","DNMT3A"
"594","DPPA2"
"595","DPY19L2P1"
"596","DPY19L2P2"
"597","DPY19L2"
"598","DPYSL2"
"599","DRD1"
"600","DRG1"
"601","DSG2"
"602","DSPP"
"603","DTD1"
"604","DTYMK"
"605","DUSP11"
"606","DUSP15"
"607","DUSP23"
"608","DUSP5P"
"609","DVWA"
"610","DYSFIP1"
"611","DYSF"
"612","ECHDC1"
"613","ECHDC3"
"614","ECSCR"
"615","EDDM3B"
"616","EDEM1"
"617","EDN3"
"618","EEF1A2"
"619","EFCAB4B"
"620","EFEMP1"
"621","EFHA2"
"622","EHD4"
"623","EIF1AD"
"624","EIF2S2"
"625","EIF4EBP2"
"626","EIF4G2"
"627","ELANE"
"628","ELF2"
"629","ELL2"
"630","ELL3"
"631","ELMO2"
"632","ELN"
"633","ELTD1"
"634","EMR3"
"635","EMX1"
"636","ENDOG"
"637","ENG"
"638","ENPP5"
"639","ENTPD6"
"640","ENTPD8"
"641","ENY2"
"642","EPB41L4A"
"643","EPDR1"
"644","EPHA5"
"645","EPOR"
"646","ERAS"
"647","ERCC4"
"648","ERCC8"
"649","ERGIC1"
"650","ERN1"
"651","ERVFRDE1"
"652","ESR1"
"653","ESR2"
"654","ESYT1"
"655","ETAA1"
"656","ETNK2"
"657","ETV2"
"658","EXOC3L"
"659","EXOG"
"660","EXOSC8"
"661","F10"
"662","F11R"
"663","F12"
"664","F2RL3"
"665","F7"
"666","F8A1"
"667","FABP4"
"668","FADS6"
"669","FAM100B"
"670","FAM102B"
"671","FAM119A"
"672","FAM120C"
"673","FAM124B"
"674","FAM126B"
"675","FAM128A"
"676","FAM128B"
"677","FAM131C"
"678","FAM133B"
"679","FAM134B"
"680","FAM136B"
"681","FAM138D"
"682","FAM13C"
"683","FAM153C"
"684","FAM162A"
"685","FAM166A"
"686","FAM167B"
"687","FAM170B"
"688","FAM185A"
"689","FAM194A"
"690","FAM200A"
"691","FAM22F"
"692","FAM22G"
"693","FAM27A"
"694","FAM35B2"
"695","FAM38B"
"696","FAM40B"
"697","FAM45A"
"698","FAM50B"
"699","FAM53A"
"700","FAM63A"
"701","FAM66E"
"702","FAM71A"
"703","FAM71D"
"704","FAM75C1"
"705","FAM82A1"
"706","FAM86D"
"707","FAM92A1"
"708","FANCF"
"709","FAT4"
"710","FBXL21"
"711","FBXO24"
"712","FBXO41"
"713","FBXW10"
"714","FBXW11"
"715","FBXW7"
"716","FCER1A"
"717","FCGBP"
"718","FCN2"
"719","FDXR"
"720","FER1L5"
"721","FEV"
"722","FGD1"
"723","FGD5"
"724","FGD6"
"725","FGF18"
"726","FGF7"
"727","FGFBP1"
"728","FGFBP3"
"729","FGFR1OP"
"730","FHL1"
"731","FIG4"
"732","FIGNL2"
"733","FIS1"
"734","FKBP1AP1"
"735","FKBP6"
"736","FKSG29"
"737","FLJ32063"
"738","FLJ35024"
"739","FLJ35220"
"740","FLJ36000"
"741","FLJ37201"
"742","FLJ37307"
"743","FLJ39739"
"744","FLJ40504"
"745","FLJ42289"
"746","FLJ43860"
"747","FLJ44082"
"748","FLJ46111"
"749","FLJ46361"
"750","FLT1"
"751","FLT4"
"752","FMN2"
"753","FMO2"
"754","FNDC7"
"755","FNIP2"
"756","FOXA3"
"757","FOXD2"
"758","FOXD3"
"759","FOXF1"
"760","FOXL2"
"761","FOXO3"
"762","FOXO4"
"763","FSD1"
"764","FSTL4"
"765","FUT5"
"766","FUT8"
"767","FXYD1"
"768","FXYD6"
"769","FYCO1"
"770","FZD3"
"771","FZD4"
"772","G3BP2"
"773","GAB2"
"774","GABARAPL3"
"775","GABARAP"
"776","GABRP"
"777","GABRR1"
"778","GALC"
"779","GALNT14"
"780","GALNTL6"
"781","GALR2"
"782","GALR3"
"783","GAL"
"784","GAMT"
"785","GANC"
"786","GARNL3"
"787","GATA1"
"788","GATA2"
"789","GATA4"
"790","GATAD1"
"791","GATM"
"792","GBAS"
"793","GBA"
"794","GBX1"
"795","GCHFR"
"796","GCK"
"797","GCM1"
"798","GDE1"
"799","GDF6"
"800","GEMIN5"
"801","GEMIN8P4"
"802","GFAP"
"803","GFRA3"
"804","GGNBP2"
"805","GGT1"
"806","GIN1"
"807","GIPC2"
"808","GJA3"
"809","GJA4"
"810","GJA5"
"811","GJB7"
"812","GJD2"
"813","GJD4"
"814","GLB1"
"815","GLDN"
"816","GLIPR1L1"
"817","GLRA3"
"818","GLRX2"
"819","GLRX3"
"820","GLT6D1"
"821","GLYCAM1"
"822","GNAQ"
"823","GNASAS"
"824","GNAZ"
"825","GNG11"
"826","GNG3"
"827","GNRHR2"
"828","GOLGA2P3"
"829","GOLGA6D"
"830","GORASP1"
"831","GPKOW"
"832","GPR112"
"833","GPR113"
"834","GPR12"
"835","GPR135"
"836","GPR137B"
"837","GPR172B"
"838","GPR179"
"839","GPR180"
"840","GPR26"
"841","GPR27"
"842","GPR37L1"
"843","GPR3"
"844","GPR4"
"845","GPR52"
"846","GPR62"
"847","GPR89C"
"848","GPR97"
"849","GPRC5B"
"850","GPRC5C"
"851","GPRC6A"
"852","GPRIN1"
"853","GPT2"
"854","GRASP"
"855","GRB7"
"856","GREB1L"
"857","GRIA1"
"858","GRIA2"
"859","GRIN1"
"860","GRK1"
"861","GRK5"
"862","GRM2"
"863","GRRP1"
"864","GRTP1"
"865","GRXCR1"
"866","GSC2"
"867","GSC"
"868","GSG1L"
"869","GSTCD"
"870","GSTTP2"
"871","GSX1"
"872","GTF2F2"
"873","GTF2H2"
"874","GTPBP10"
"875","GUCY1B2"
"876","GUCY2GP"
"877","GUSBL2"
"878","GUSB"
"879","GXYLT1"
"880","GYS2"
"881","H2AFB1"
"882","H2BFM"
"883","H2BFWT"
"884","HADHA"
"885","HAO1"
"886","HAO2"
"887","HAPLN2"
"888","HARBI1"
"889","HAUS3"
"890","HAUS6"
"891","HBQ1"
"892","HCG4P6"
"893","HCG9"
"894","HCRTR1"
"895","HDAC2"
"896","HDAC5"
"897","HDC"
"898","HDX"
"899","HEATR4"
"900","HEATR7B2"
"901","HECTD2"
"902","HECW2"
"903","HELT"
"904","HELZ"
"905","HES5"
"906","HEXA"
"907","HGF"
"908","HHLA1"
"909","HIATL2"
"910","HIGD1C"
"911","HIGD2B"
"912","HIPK3"
"913","HIST3H2BB"
"914","HMBOX1"
"915","HMGA1"
"916","HMGB1"
"917","HMGCR"
"918","HMGN1"
"919","HMX1"
"920","HMX2"
"921","HMX3"
"922","HN1"
"923","HNRNPA3P1"
"924","HNRNPA3"
"925","HNRNPD"
"926","HORMAD1"
"927","HOTAIR"
"928","HOXA10"
"929","HOXA2"
"930","HOXA5"
"931","HOXB7"
"932","HOXB8"
"933","HOXC10"
"934","HOXC11"
"935","HOXC5"
"936","HOXC6"
"937","HOXC9"
"938","HOXD13"
"939","HPGDS"
"940","HRC"
"941","HRNR"
"942","HS3ST3B1"
"943","HSCB"
"944","HSD17B1"
"945","HSP90AA1"
"946","HSPA1L"
"947","HSPA4L"
"948","HSPA8"
"949","HSPB6"
"950","HSPB7"
"951","HSPB9"
"952","HSPC072"
"953","HSPH1"
"954","HTATSF1"
"955","HTR1F"
"956","HTR2C"
"957","HUS1B"
"958","HYAL2"
"959","HYAL3"
"960","ICA1"
"961","ICAM4"
"962","ID4"
"963","IDH3B"
"964","IFITM2"
"965","IFITM5"
"966","IFNA2"
"967","IFNA8"
"968","IFNAR1"
"969","IFRD1"
"970","IFT57"
"971","IFT81"
"972","IFT88"
"973","IGF1"
"974","IGF2BP1"
"975","IGHMBP2"
"976","IGSF11"
"977","IGSF9B"
"978","IGSF9"
"979","IKBKG"
"980","IL13RA1"
"981","IL13RA2"
"982","IL22RA1"
"983","IL25"
"984","IL6R"
"985","IL6ST"
"986","IL6"
"987","IMP4"
"988","INCENP"
"989","INGX"
"990","INHBE"
"991","INO80C"
"992","INPP5J"
"993","INSR"
"994","INS"
"995","INTS8"
"996","IP6K1"
"997","IRX6"
"998","ITGA10"
"999","ITGA2B"
"1000","ITGA7"
"1001","ITGA8"
"1002","ITGA9"
"1003","ITGB1BP1"
"1004","ITIH3"
"1005","ITIH5L"
"1006","ITIH5"
"1007","ITPKA"
"1008","IZUMO1"
"1009","JAK1"
"1010","JAM2"
"1011","JMJD1C"
"1012","JMJD6"
"1013","KAL1"
"1014","KANK3"
"1015","KATNA1"
"1016","KBTBD11"
"1017","KBTBD13"
"1018","KCNA5"
"1019","KCNE2"
"1020","KCNH6"
"1021","KCNIP1"
"1022","KCNIP4"
"1023","KCNJ14"
"1024","KCNJ16"
"1025","KCNJ8"
"1026","KCNK18"
"1027","KCNN1"
"1028","KCNS2"
"1029","KCNT1"
"1030","KCNT2"
"1031","KCTD14"
"1032","KCTD1"
"1033","KCTD2"
"1034","KDR"
"1035","KHDC1"
"1036","KIAA0020"
"1037","KIAA0146"
"1038","KIAA0406"
"1039","KIAA0895"
"1040","KIAA0922"
"1041","KIAA1009"
"1042","KIAA1324L"
