"","x"
"325","E2F7"
"326","E2F8"
"327","ECE1"
"328","ECT2"
"329","EEF1A1P9"
"330","EEF1A1"
"331","EEF1G"
"332","EFTUD2"
"333","EIF1"
"334","EIF2AK2"
"335","EIF2B1"
"336","EIF2B4"
"337","EIF3E"
"338","EIF3M"
"339","EIF4A3"
"340","ELOVL7"
"341","ELP4"
"342","EME1"
"343","EML3"
"344","ENOX2"
"345","EPAS1"
"346","EPPK1"
"347","EPR1"
"348","ERAL1"
"349","ERCC6L"
"350","ESCO1"
"351","ESCO2"
"352","ESPL1"
"353","ETHE1"
"354","EXO1"
"355","EXOC6"
"356","EZH2"
"357","FAHD2A"
"358","FAM104A"
"359","FAM104B"
"360","FAM111B"
"361","FAM116A"
"362","FAM116B"
"363","FAM122B"
"364","FAM123B"
"365","FAM131B"
"366","FAM134A"
"367","FAM134C"
"368","FAM136A"
"369","FAM161A"
"370","FAM165B"
"371","FAM174A"
"372","FAM175A"
"373","FAM186B"
"374","FAM53B"
"375","FAM54A"
"376","FAM64A"
"377","FAM72A"
"378","FAM72B"
"379","FAM72D"
"380","FAM98A"
"381","FANCA"
"382","FANCB"
"383","FANCD2"
"384","FANCI"
"385","FANCL"
"386","FARSB"
"387","FASTKD2"
"388","FBXL20"
"389","FBXO21"
"390","FBXO43"
"391","FBXO48"
"392","FBXO5"
"393","FBXW8"
"394","FEN1"
"395","FIGNL1"
"396","FLJ16779"
"397","FLNA"
"398","FLNB"
"399","FMR1"
"400","FNDC8"
"401","FOSL2"
"402","FOXM1"
"403","FOXN2"
"404","FTSJ3"
"405","FUT10"
"406","FXN"
"407","FZD9"
"408","GABPB1"
"409","GADD45A"
"410","GART"
"411","GAS2L3"
"412","GATC"
"413","GBF1"
"414","GEMIN6"
"415","GGH"
"416","GINS1"
"417","GINS2"
"418","GINS3"
"419","GINS4"
"420","GIT1"
"421","GKAP1"
"422","GMCL1L"
"423","GMNN"
"424","GMPPA"
"425","GNA13"
"426","GNL3"
"427","GNPTG"
"428","GORASP2"
"429","GOSR1"
"430","GPCPD1"
"431","GPD2"
"432","GPN1"
"433","GPN3"
"434","GPR19"
"435","GPR22"
"436","GPR63"
"437","GRAMD4"
"438","GRN"
"439","GSG2"
"440","GTF2H3"
"441","GTF3A"
"442","GTF3C2"
"443","GTF3C3"
"444","GTSE1"
"445","H2AFV"
"446","H2AFX"
"447","H2AFZ"
"448","H6PD"
"449","HACL1"
"450","HAT1"
"451","HAUS1"
"452","HAUS7"
"453","HAUS8"
"454","HBS1L"
"455","HCFC1R1"
"456","HDDC2"
"457","HDDC3"
"458","HEATR6"
"459","HELB"
"460","HELLS"
"461","HFE"
"462","HJURP"
"463","HMGB2"
"464","HMMR"
"465","HNRNPA1L2"
"466","HNRNPC"
"467","HNRNPK"
"468","HNRNPL"
"469","HPRT1"
"470","HSD17B7"
"471","HSPB8"
"472","HSPD1"
"473","HSPE1"
"474","HSPG2"
"475","HTRA2"
"476","HYLS1"
"477","ICT1"
"478","IMMP1L"
"479","IMMT"
"480","IMPACT"
"481","IMPDH2"
"482","INHBC"
"483","INTS2"
"484","INTS7"
"485","IRAK1BP1"
"486","ISL2"
"487","ITGB4"
"488","JAGN1"
"489","JUN"
"490","KCTD18"
"491","KCTD6"
"492","KHK"
"493","KIAA0101"
"494","KIAA0513"
"495","KIAA1143"
"496","KIAA1524"
"497","KIAA1539"
"498","KIAA1586"
"499","KIAA1715"
"500","KIF11"
"501","KIF13B"
"502","KIF14"
"503","KIF15"
"504","KIF18A"
"505","KIF18B"
"506","KIF20A"
"507","KIF20B"
"508","KIF23"
"509","KIF2C"
"510","KIF4A"
"511","KIF4B"
"512","KIFC1"
"513","KLF13"
"514","KLF1"
"515","KLHL23"
"516","KLHL2"
"517","KNTC1"
"518","KPNA2"
"519","KPNA5"
"520","KPNB1"
"521","KRR1"
"522","LARP1B"
"523","LARP4"
"524","LARS2"
"525","LARS"
"526","LAS1L"
"527","LDLRAD2"
"528","LIG3"
"529","LIN28B"
"530","LIN7C"
"531","LIN9"
"532","LIPT1"
"533","LMNB1"
"534","LOC100128191"
"535","LOC100130932"
"536","LOC100132354"
"537","LOC144438"
"538","LOC145783"
"539","LOC253724"
"540","LOC399815"
"541","LOC647946"
"542","LOC651250"
"543","LOC727896"
"544","LOC81691"
"545","LRPPRC"
"546","LRRC37B2"
"547","LRRC37B"
"548","LRRC59"
"549","LSM12"
"550","LSM3"
"551","LTBP3"
"552","LTBP4"
"553","LUC7L2"
"554","LYAR"
"555","LYPLAL1"
"556","LYRM1"
"557","MACF1"
"558","MAD2L1"
"559","MAFK"
"560","MAK16"
"561","MAP3K6"
"562","MAP4K3"
"563","MAPKAPK5"
"564","MARCH7"
"565","MARS2"
"566","MARS"
"567","MASTL"
"568","MCM10"
"569","MCM2"
"570","MCM3"
"571","MCM4"
"572","MCM6"
"573","MCM7"
"574","MCM9"
"575","MCTS1"
"576","MDM1"
"577","MED12L"
"578","MED13"
"579","MED30"
"580","MEGF6"
"581","MELK"
"582","MEMO1"
"583","METAP2"
"584","METT5D1"
"585","METTL1"
"586","METTL2A"
"587","METTL5"
"588","MFSD11"
"589","MGC14436"
"590","MGC16275"
"591","MGC57346"
"592","MKI67IP"
"593","MKI67"
"594","MKRN2"
"595","MLF1IP"
"596","MLX"
"597","MMAB"
"598","MND1"
"599","MOBKL3"
"600","MOCS1"
"601","MORF4L2"
"602","MPHOSPH9"
"603","MRM1"
"604","MRPL10"
"605","MRPL19"
"606","MRPL27"
"607","MRPL30"
"608","MRPL33"
"609","MRPL35"
"610","MRPL42"
"611","MRPL45"
"612","MRPS23"
"613","MRPS27"
"614","MRPS7"
"615","MRPS9"
"616","MSH2"
"617","MSH6"
"618","MSI2"
"619","MST4"
"620","MTA3"
"621","MTBP"
"622","MTHFD2"
"623","MTHFR"
"624","MTIF2"
"625","MTL5"
"626","MTMR1"
"627","MTMR4"
"628","MTO1"
"629","MVP"
"630","MXD4"
"631","MYBL2"
"632","MYH9"
"633","MYO19"
"634","MYST2"
"635","NAA15"
"636","NAA25"
"637","NAP1L1"
"638","NAT10"
"639","NBAS"
"640","NCAPD3"
"641","NCAPG2"
"642","NCAPG"
"643","NCAPH"
"644","NCOR2"
"645","NCRNA00188"
"646","NDC80"
"647","NDUFA12"
"648","NDUFAB1"
"649","NDUFB3"
"650","NEIL3"
"651","NEK2"
"652","NEK4"
"653","NF1"
"654","NFU1"
"655","NFYB"
"656","NIF3L1"
"657","NKAIN4"
"658","NKAP"
"659","NKIRAS2"
"660","NKRF"
"661","NLE1"
"662","NLK"
"663","NLN"
"664","NME1"
"665","NME2"
"666","NMT1"
"667","NOC3L"
"668","NOD1"
"669","NOL10"
"670","NOL11"
"671","NOLC1"
"672","NONO"
"673","NOP58"
"674","NPM1"
"675","NPTX1"
"676","NR2C1"
"677","NSF"
"678","NT5C3L"
"679","NT5DC3"
"680","NUDCD1"
"681","NUF2"
"682","NUP107"
"683","NUP160"
"684","NUP35"
"685","NUP37"
"686","NUP54"
"687","NUPL1"
"688","NUPR1"
"689","NUSAP1"
"690","NXT1"
"691","OCRL"
"692","OGG1"
"693","OIP5"
"694","OLA1"
"695","ORC1L"
"696","ORC2L"
"697","ORC4L"
"698","ORC6L"
"699","ORMDL1"
"700","OS9"
"701","OSGEPL1"
"702","OST4"
"703","OXNAD1"
"704","OXSM"
"705","PACS1"
"706","PAPLN"
"707","PAX6"
"708","PBK"
"709","PBXIP1"
"710","PCBP4"
"711","PCGF1"
"712","PCNA"
"713","PCSK7"
"714","PDCL3"
"715","PDE12"
"716","PDHX"
"717","PDXP"
"718","PDZD11"
"719","PEX11A"
"720","PEX12"
"721","PGRMC1"
"722","PHB"
"723","PHF16"
"724","PHF6"
"725","PHOSPHO2"
"726","PIGA"
"727","PIGS"
"728","PIGW"
"729","PIK3IP1"
"730","PINK1"
"731","PKMYT1"
"732","PLEC"
"733","PLEKHA3"
"734","PLEKHA4"
"735","PLEKHM2"
"736","PLK1"
"737","PLK4"
"738","PLXNA1"
"739","PM20D2"
"740","PMS1"
"741","PNO1"
"742","PNPLA2"
"743","PNPT1"
"744","POC1A"
"745","POC1B"
"746","POLA1"
"747","POLA2"
"748","POLD3"
"749","POLDIP2"
"750","POLQ"
"751","POLR1B"
"752","POLR2D"
"753","POLR3K"
"754","POMP"
"755","POP1"
"756","POP5"
"757","POT1"
"758","PPARD"
"759","PPDPF"
"760","PPHLN1"
"761","PPID"
"762","PPM1G"
"763","PPP1CC"
"764","PPP1R14A"
"765","PPP1R15A"
"766","PPP1R7"
"767","PPP1R9B"
"768","PPP3R1"
"769","PRC1"
"770","PRDM13"
"771","PRDM2"
"772","PREB"
"773","PRIM1"
"774","PRIM2"
"775","PRKRA"
"776","PRMT3"
"777","PROS1"
"778","PRPS1"
"779","PRPSAP1"
"780","PRR11"
"781","PSKH1"
"782","PSMB3"
"783","PSMC3IP"
"784","PSMC5"
"785","PSMD11"
"786","PSMD12"
"787","PSMD14"
"788","PSMD3"
"789","PSMD6"
"790","PSME3"
"791","PSRC1"
"792","PTCD3"
"793","PTGES3"
"794","PTK2B"
"795","PTRH2"
"796","PTTG1"
"797","PVRL2"
"798","PWP1"
"799","QSER1"
"800","R3HDM1"
"801","RABAC1"
"802","RACGAP1P"
"803","RACGAP1"
"804","RAD18"
"805","RAD21"
"806","RAD51C"
"807","RAD51L3"
"808","RAD51"
"809","RAD54B"
"810","RAD54L"
"811","RANBP1"
"812","RAN"
"813","RARA"
"814","RBL1"
"815","RBM14"
"816","RBM16"
"817","RBM27"
"818","RBMXL1"
"819","RBMX"
"820","RDH14"
"821","RDM1"
"822","RERE"
"823","RFC2"
"824","RFC3"
"825","RFC5"
"826","RFT1"
"827","RFWD3"
"828","RGS12"
"829","RHOB"
"830","RHOT1"
"831","RIC8B"
"832","RIOK1"
"833","RNASEH1"
"834","RNASEH2A"
"835","RNASEH2B"
"836","RNF113A"
"837","RNF138P1"
"838","RNF181"
"839","RNF34"
"840","RNFT1"
"841","RNGTT"
"842","RNPEPL1"
"843","RPAP3"
"844","RPL10A"
"845","RPL14"
"846","RPL15"
"847","RPL19"
"848","RPL21"
"849","RPL23A"
"850","RPL23P8"
"851","RPL23"
"852","RPL27"
"853","RPL32"
"854","RPL38"
"855","RPL39L"
"856","RPL39"
"857","RPL7"
"858","RPLP0"
"859","RPP14"
"860","RPS13"
"861","RPS15A"
"862","RPS23"
"863","RPS26"
"864","RPS27A"
"865","RPS6KB1"
"866","RPS7"
"867","RPSAP58"
"868","RPSAP9"
"869","RPSA"
"870","RRM2"
"871","RRP15"
"872","RTN2"
"873","RUNDC1"
"874","SAAL1"
"875","SAP30"
"876","SART3"
"877","SASS6"
"878","SBNO2"
"879","SCLY"
"880","SCML1"
"881","SCRN3"
"882","SCYL2"
"883","SDF2"
"884","SDF4"
"885","SEMA3B"
"886","SENP1"
"887","SEPN1"
"888","SERTAD1"
"889","SF3B14"
"890","SFRS1"
"891","SFRS3"
"892","SFRS7"
"893","SFRS9"
"894","SGK223"
"895","SGOL1"
"896","SGOL2"
"897","SHCBP1"
"898","SHMT2"
"899","SIDT2"
"900","SIK3"
"901","SKA1"
