"","x"
"1","ACSM1"
"2","C15orf55"
"3","C18orf26"
"4","CHRM1"
"5","DACH2"
"6","FAM5B"
"7","GABRA4"
"8","HMGCS2"
"9","KCNC2"
"10","MTMR10"
"11","MYH7"
"12","OLAH"
"13","OR1B1"
"14","OR3A1"
"15","OR3A2"
"16","PCDH11Y"
"17","PLSCR5"
"18","POM121L12"
"19","SAMD13"
"20","TDRD1"
"21","TREH"
"22","TRYX3"
"23","TTTY9B"
"24","UGT2A3"
"25","UGT2B10"
"26","UGT2B11"
"27","UGT2B15"
"28","UGT2B28"
"29","UGT2B7"
"30","UNC5D"
"31","UPK1A"
"32","VENTXP7"
"33","ZFP2"
