"","x"
"321","OR10Z1"
"322","OR11A1"
"323","OR11G2"
"324","OR11H12"
"325","OR11L1"
"326","OR12D2"
"327","OR12D3"
"328","OR13C2"
"329","OR13C3"
"330","OR13C4"
"331","OR13C5"
"332","OR13C9"
"333","OR13D1"
"334","OR13F1"
"335","OR13G1"
"336","OR14C36"
"337","OR1A1"
"338","OR1C1"
"339","OR1D2"
"340","OR1D4"
"341","OR1E1"
"342","OR1E2"
"343","OR1I1"
"344","OR1K1"
"345","OR1L1"
"346","OR1L3"
"347","OR1L8"
"348","OR1M1"
"349","OR1N1"
"350","OR1N2"
"351","OR1S1"
"352","OR1S2"
"353","OR2A12"
"354","OR2A5"
"355","OR2AG1"
"356","OR2AG2"
"357","OR2AK2"
"358","OR2AT4"
"359","OR2B11"
"360","OR2B2"
"361","OR2B3"
"362","OR2D2"
"363","OR2D3"
"364","OR2F1"
"365","OR2F2"
"366","OR2G2"
"367","OR2G3"
"368","OR2H1"
"369","OR2H2"
"370","OR2J2"
"371","OR2J3"
"372","OR2L1P"
"373","OR2L2"
"374","OR2L8"
"375","OR2M2"
"376","OR2M4"
"377","OR2M5"
"378","OR2M7"
"379","OR2S2"
"380","OR2T11"
"381","OR2T12"
"382","OR2T1"
"383","OR2T27"
"384","OR2T2"
"385","OR2T33"
"386","OR2T35"
"387","OR2T3"
"388","OR2T4"
"389","OR2T5"
"390","OR2T6"
"391","OR2W3"
"392","OR2Y1"
"393","OR2Z1"
"394","OR4A15"
"395","OR4A5"
"396","OR4B1"
"397","OR4C13"
"398","OR4C15"
"399","OR4C16"
"400","OR4C3"
"401","OR4C45"
"402","OR4C46"
"403","OR4D10"
"404","OR4D11"
"405","OR4D1"
"406","OR4D6"
"407","OR4D9"
"408","OR4E2"
"409","OR4F29"
"410","OR4F4"
"411","OR4F5"
"412","OR4K13"
"413","OR4K14"
"414","OR4K15"
"415","OR4K1"
"416","OR4K2"
"417","OR4K5"
"418","OR4L1"
"419","OR4M2"
"420","OR4S1"
"421","OR4X1"
"422","OR4X2"
"423","OR51A4"
"424","OR51A7"
"425","OR51B6"
"426","OR51D1"
"427","OR51F1"
"428","OR51F2"
"429","OR51G1"
"430","OR51G2"
"431","OR51I2"
"432","OR51L1"
"433","OR51Q1"
"434","OR51S1"
"435","OR51T1"
"436","OR51V1"
"437","OR52A1"
"438","OR52A5"
"439","OR52B2"
"440","OR52B4"
"441","OR52B6"
"442","OR52E4"
"443","OR52E8"
"444","OR52K1"
"445","OR52K2"
"446","OR52L1"
"447","OR52M1"
"448","OR52R1"
"449","OR52W1"
"450","OR56A4"
"451","OR56A5"
"452","OR5A1"
"453","OR5AC2"
"454","OR5AN1"
"455","OR5AR1"
"456","OR5AS1"
"457","OR5AU1"
"458","OR5B12"
"459","OR5B17"
"460","OR5B2"
"461","OR5B3"
"462","OR5C1"
"463","OR5D13"
"464","OR5D16"
"465","OR5F1"
"466","OR5H14"
"467","OR5H15"
"468","OR5H1"
"469","OR5H2"
"470","OR5H6"
"471","OR5I1"
"472","OR5J2"
"473","OR5K1"
"474","OR5K2"
"475","OR5L2"
"476","OR5M10"
"477","OR5M1"
"478","OR5M3"
"479","OR5M9"
"480","OR5R1"
"481","OR5T1"
"482","OR5T2"
"483","OR5T3"
"484","OR5W2"
"485","OR6A2"
"486","OR6B1"
"487","OR6B2"
"488","OR6B3"
"489","OR6C3"
"490","OR6C4"
"491","OR6C68"
"492","OR6C6"
"493","OR6C74"
"494","OR6C75"
"495","OR6F1"
"496","OR6K2"
"497","OR6K3"
"498","OR6M1"
"499","OR6N1"
"500","OR6N2"
"501","OR6P1"
"502","OR6Q1"
"503","OR6S1"
"504","OR6X1"
"505","OR6Y1"
"506","OR7A10"
"507","OR7A17"
"508","OR7D4"
"509","OR7E24"
"510","OR7G1"
"511","OR7G2"
"512","OR7G3"
"513","OR8B12"
"514","OR8B2"
"515","OR8B4"
"516","OR8B8"
"517","OR8D4"
"518","OR8H1"
"519","OR8H2"
"520","OR8H3"
"521","OR8J1"
"522","OR8K1"
"523","OR8K5"
"524","OR8U1"
"525","OR9A2"
"526","OR9G4"
"527","OR9G9"
"528","OR9I1"
"529","OR9Q1"
"530","OR9Q2"
"531","OTOL1"
"532","OTUD7A"
"533","PAPOLB"
"534","PAQR9"
"535","PAR1"
"536","PAR4"
"537","PATE1"
"538","PATE2"
"539","PATE4"
"540","PAX1"
"541","PBOV1"
"542","PCA3"
"543","PCDH11X"
"544","PCDHB1"
"545","PCGEM1"
"546","PCNAP1"
"547","PDHA2"
"548","PDYN"
"549","PGK2"
"550","PLAC1L"
"551","PLG"
"552","PMCH"
"553","PNLIPRP1"
"554","POU1F1"
"555","POU4F2"
"556","PPBPL2"
"557","PPP1R14D"
"558","PRAMEF11"
"559","PRAMEF18"
"560","PRAMEF1"
"561","PRAMEF4"
"562","PRAMEF5"
"563","PRAMEF6"
"564","PRAMEF8"
"565","PRDM7"
"566","PRKACG"
