"","x"
"330","SDR16C5"
"331","SECISBP2L"
"332","SELENBP1"
"333","SERPINA1"
"334","SERPIND1"
"335","SERPINF2"
"336","SFRP5"
"337","SFTA1P"
"338","SFTA2"
"339","SFTA3"
"340","SFTPA1"
"341","SFTPA2"
"342","SFTPB"
"343","SFTPC"
"344","SFTPD"
"345","SGMS2"
"346","SHE"
"347","SHISA3"
"348","SIAE"
"349","SIDT1"
"350","SLC16A4"
"351","SLC19A3"
"352","SLC1A1"
"353","SLC22A3"
"354","SLC26A9"
"355","SLC34A2"
"356","SLC39A8"
"357","SLC46A2"
"358","SLC4A4"
"359","SLC5A8"
"360","SLC5A9"
"361","SLC6A14"
"362","SNX25"
"363","SOCS3"
"364","SORBS2"
"365","SPINK1"
"366","SPTLC3"
"367","SSTR1"
"368","ST3GAL5"
"369","STEAP4"
"370","STK32A"
"371","STX12"
"372","SULT1A2"
"373","SULT1C2"
"374","SUSD2"
"375","SYT15"
"376","TBX4"
"377","TCF21"
"378","TDRD10"
"379","TECTB"
"380","TEK"
"381","TFPI"
"382","TMC4"
"383","TMC5"
"384","TMED6"
"385","TMEM100"
"386","TMEM125"
"387","TMEM139"
"388","TMEM163"
"389","TMEM27"
"390","TMEM90A"
"391","TMPRSS2"
"392","TNFRSF10C"
"393","TNNC1"
"394","TNXB"
"395","TRIM71"
"396","TRY6"
"397","TSPAN12"
"398","TSPAN8"
"399","UNC5CL"
"400","USP44"
"401","VEPH1"
"402","VSIG2"
"403","VWA5A"
"404","WFDC2"
"405","XAGE2"
"406","ZBTB16"
"407","ZFP36"
"408","ZNF385B"
